TF	Target	EdgeWeight
G005	G024	0.014747772
G045	G008	0.0147468345
G037	G039	0.01474647
G028	G011	0.014746157
G027	G021	0.014745414
G005	G047	0.014744748
G005	G030	0.01474443
G019	G038	0.014744127
G027	G049	0.014744039
G015	G018	0.01474384
G037	G020	0.0147437295
G041	G031	0.014743372
G041	G045	0.014742938
G022	G001	0.01474223
G022	G043	0.014742083
G032	G001	0.014742082
G027	G031	0.014741524
G022	G002	0.01474059
G037	G034	0.01473952
G014	G035	0.014739035
G027	G032	0.014738878
G032	G048	0.014738439
G008	G029	0.014738078
G027	G020	0.014737832
G045	G005	0.014737019
G045	G042	0.014736173
G005	G034	0.014735894
G008	G034	0.014735731
G005	G048	0.014735474
G009	G031	0.014734143
G014	G006	0.014731637
G027	G043	0.01473077
G032	G039	0.0147303175
G009	G004	0.014729887
G040	G001	0.0147296265
G034	G006	0.014728507
G032	G007	0.01472749
G027	G029	0.014726725
G022	G014	0.0147265615
G045	G014	0.014726415
G022	G045	0.014725796
G005	G018	0.014725667
G022	G013	0.014724325
G014	G049	0.014724181
G028	G042	0.01472383
G037	G028	0.014723561
G005	G014	0.014723484
G022	G003	0.01472273
G009	G005	0.014722455
G027	G025	0.014718928
G041	G038	0.01471887
G014	G022	0.014717375
G027	G015	0.014715774
G005	G045	0.01471434
G045	G034	0.014713253
G045	G007	0.014713081
G005	G012	0.014712854
G014	G039	0.014712046
G005	G031	0.014711799
G027	G030	0.014709734
G009	G011	0.014709591
G034	G039	0.014708725
G005	G003	0.014707867
G040	G015	0.014707295
G037	G033	0.014706369
G040	G044	0.014705413
G005	G026	0.014703241
G027	G010	0.014701319
G005	G038	0.014700657
G009	G045	0.01469609
G005	G002	0.014696077
G045	G001	0.014694377
G014	G048	0.014693334
G027	G012	0.014692341
G005	G010	0.014690791
G037	G027	0.014690304
G037	G001	0.014688412
G032	G040	0.014687791
G027	G046	0.0146860005
G040	G036	0.014685726
G027	G003	0.014685322
G040	G047	0.014683407
G022	G032	0.0146808345
G040	G007	0.014679972
G027	G013	0.014679683
G005	G021	0.014678184
G041	G030	0.014678017
G027	G002	0.014675113
G040	G035	0.0146736065
G005	G011	0.01467248
G027	G042	0.014671246
G040	G019	0.014670309
G032	G014	0.014670294
G040	G039	0.014670021
G009	G030	0.0146654295
G036	G008	0.014663751
G005	G027	0.014663726
G027	G011	0.014663523
G040	G008	0.014662175
G040	G032	0.014656781
G022	G020	0.014656212
G032	G034	0.014656044
G022	G041	0.014654624
G027	G004	0.014651816
G005	G035	0.014649761
G027	G026	0.014648972
G027	G016	0.014648528
G027	G024	0.014648389
G027	G045	0.014646868
G005	G044	0.014644052
G027	G006	0.014643568
G032	G009	0.014640591
G005	G004	0.014636977
G027	G040	0.014636936
G022	G008	0.0146365985
G027	G022	0.014632117
G027	G014	0.014631364
G027	G036	0.014630936
G027	G008	0.014625085
G037	G008	0.014623889
G027	G048	0.014623318
G032	G022	0.014621821
G005	G050	0.014621128
G027	G005	0.0146155935
G027	G001	0.014614998
G040	G046	0.014611897
G027	G023	0.014604231
G027	G047	0.014596993
G027	G044	0.014595439
G040	G002	0.014594023
G005	G025	0.014582377
G027	G009	0.014580552
G027	G038	0.014560809
G013	G013	2.0330892e-05
G038	G038	1.842642e-05
G023	G023	1.8221466e-05
G020	G020	1.8002986e-05
G012	G012	1.7506189e-05
G045	G045	1.7332713e-05
G041	G041	1.7186148e-05
G004	G004	1.5952812e-05
G003	G003	1.5510672e-05
G046	G046	1.2971803e-05
G008	G008	1.2776919e-05
G014	G014	1.1959358e-05
G032	G032	1.1869314e-05
G042	G042	1.1542173e-05
G043	G043	1.1477262e-05
G050	G050	1.1272455e-05
G034	G034	9.495534e-06
G036	G036	9.417535e-06
G022	G022	8.854097e-06
G027	G027	8.139751e-06
G017	G017	6.3332377e-06
G007	G007	6.2043855e-06
G030	G030	5.5191736e-06
G018	G018	5.336002e-06
G009	G009	4.945034e-06
G044	G044	2.9531218e-06
G010	G010	1.9922745e-06
G016	G016	1.6357428e-06
G037	G037	1.4488924e-06
G006	G006	-1.9981636e-07
G005	G005	-1.3690067e-06
G029	G029	-2.277347e-06
G001	G001	-4.2174233e-06
G048	G048	-4.231801e-06
G015	G015	-6.117153e-06
G049	G049	-7.3562846e-06
G025	G025	-7.802576e-06
G026	G026	-8.9236755e-06
G028	G028	-1.0916771e-05
G002	G002	-1.1881063e-05
G033	G033	-1.3012816e-05
G024	G024	-1.6180375e-05
G035	G035	-1.772319e-05
G039	G039	-1.9306619e-05
G021	G021	-2.0600251e-05
G047	G047	-2.0662892e-05
G019	G019	-2.4319743e-05
G011	G011	-2.5995418e-05
G031	G031	-2.734369e-05
G040	G040	-2.8478702e-05
